id,ชุด,ชนิด,type,correct,เลขที่ต้องมี,เลขที่พบในเฉลย,ร้อยละในเฉลย,ร้อยละในโจทย์,ธง,ตัวอย่างเลขที่หาย,given 120 ตัวอักษร
pat1-2554-12-q13,pat1-2554-12,รูป,mc,2,8,0,0%,0%,🔴 ไม่เคยเห็น,60 80 228 164 284 172,
pat1-2554-12-q14,pat1-2554-12,รูป,mc,1,17,6,35%,0%,🟠 น่าสงสัย,-4.2 4.6 -5.4 1.3 999 1.73205,
pat1-2554-12-q16,pat1-2554-12,รูป,mc,3,9,2,22%,11%,🟠 น่าสงสัย,40 150 170 30 34 120,
pat1-2554-12-q20,pat1-2554-12,รูป,mc,3,2,2,100%,50%,🟢 น่าจะเห็น,,
pat1-2554-12-q21,pat1-2554-12,ตาราง,mc,1,10,10,100%,0%,🟢 น่าจะเห็น,,
pat1-2554-12-q22,pat1-2554-12,รูป,mc,2,14,5,35%,21%,🟠 น่าสงสัย,-3.2 3.2 -1.7 0.62 0.97 2.6,
pat1-2554-12-q30,pat1-2554-12,รูป,fill,2,29,11,37%,3%,🟠 น่าสงสัย,-4.3 5.3 -5.3 4.8 1.3 5.2,
pat1-2554-12-q33,pat1-2554-12,รูป,fill,93,12,2,16%,8%,🟠 น่าสงสัย,-1.5 10.5 -5 8.5 4.73205 -3.4641,
pat1-2554-12-q47,pat1-2554-12,รูป,fill,387,8,5,62%,100%,🔵 โจทย์มีเลขครบ,0.191 2.0 0.477,
pat1-2554-12-q48,pat1-2554-12,รูป,fill,80,12,3,25%,16%,🟠 น่าสงสัย,-3.2 3.2 -0.25 -2.7 0.55 0.97,
pat1-2555-03-q03,pat1-2555-03,รูป,mc,0,10,6,60%,0%,🟢 น่าจะเห็น,60 38 0.0909 32,
pat1-2555-03-q08,pat1-2555-03,รูป,mc,2,16,5,31%,0%,🟠 น่าสงสัย,-1.5 -9.5 5.5 -8.6 1565 5.2,
pat1-2555-03-q09,pat1-2555-03,รูป,mc,1,4,1,25%,0%,🟠 น่าสงสัย,60 38 11,
pat1-2555-03-q12,pat1-2555-03,รูป,mc,2,21,5,23%,9%,🟠 น่าสงสัย,4.2 -4.2 6.2 1.33333 2.33333 -2.6,
pat1-2555-03-q19,pat1-2555-03,รูป,mc,2,21,3,14%,0%,🟠 น่าสงสัย,-0.6 5.2 3.2 3.3333 1.3333 1.6,
pat1-2555-03-q22,pat1-2555-03,รูป,mc,0,31,13,41%,3%,🟠 น่าสงสัย,18 53 25.5 30.5 35.5 40.5,
pat1-2555-03-q23,pat1-2555-03,รูป,mc,3,9,6,66%,33%,🟢 น่าจะเห็น,16 48 6.5,นักเรียน 2 กลุ่ม กลุ่มละ 10 คน กลุ่มที่ 1: 7 6 5 8 3 6 9 7 6 10 และกลุ่มที่ 2: 6 9 15 12 1 8 7 7 5 6 มีข้อความ ก และ ข ใ
pat1-2555-03-q44,pat1-2555-03,รูป,fill,43.5,21,11,52%,9%,🟢 น่าจะเห็น,63 33 59.5 32 26 7.2,
pat1-2555-03-q45,pat1-2555-03,รูป,fill,33,8,2,25%,12%,🟠 น่าสงสัย,-3.2 3.2 0.34 -0.7 90 0.6,
pat1-2555-03-q48,pat1-2555-03,รูป,fill,15,21,3,14%,0%,🟠 น่าสงสัย,-1.5 10.5 -3 9.5 1.5 0.5,"กราฟ $y=-|x-1-a|+b$ (รูปตัววีคว่ำ) และกราฟ $y=|x-c|-d$ (รูปตัววีหงาย) ตัดกันที่จุด $(2,5)$ และ $(8,3)$"
pat1-2555-10-q04,pat1-2555-10,รูป,mc,1,10,4,40%,0%,🟠 น่าสงสัย,60 36 11 32 66 44,
pat1-2555-10-q05,pat1-2555-10,รูป,mc,2,5,2,40%,0%,🟠 น่าสงสัย,60 36 32,$A$ เป็นเซตคำตอบของอสมการ $(x-2)^{x^2+2}<(x-2)^{2x+10}$ เมื่อ $x>2$
pat1-2555-10-q07,pat1-2555-10,รูป,mc,1,7,3,42%,0%,🟠 น่าสงสัย,66 44 11 32,"$r=\{(x,y)\in I\times I \mid y=\dfrac{2x^2-8}{x^2+1}\}$ เมื่อ $I$ แทนเซตของจำนวนเต็ม"
pat1-2555-10-q11,pat1-2555-10,รูป,mc,1,14,8,57%,7%,🟢 น่าจะเห็น,888 222 5.3 -6.9 14 -0.6,
pat1-2555-10-q12,pat1-2555-10,รูป,mc,0,6,3,50%,0%,🟢 น่าจะเห็น,60 32 11,
pat1-2555-10-q14,pat1-2555-10,รูป,mc,1,28,7,25%,7%,🟠 น่าสงสัย,-0.5 11.5 5.7 2.6 2.33 4.5,
pat1-2555-10-q24,pat1-2555-10,รูป,mc,0,12,5,41%,33%,🟠 น่าสงสัย,-3.5 3.5 0.02 0.55 -0.5 0.75,
pat1-2555-10-q26,pat1-2555-10,รูป,fill,128,3,3,100%,0%,🟢 น่าจะเห็น,,
pat1-2555-10-q31,pat1-2555-10,รูป,fill,14.5,11,5,45%,18%,🟠 น่าสงสัย,-14 999 222 888 32 -13,
pat1-2555-10-q32,pat1-2555-10,รูป,fill,3,18,6,33%,11%,🟠 น่าสงสัย,8.5 -4.5 -0.67 8.67 2.3 8.562,
pat1-2555-10-q35,pat1-2555-10,รูป,fill,2,12,2,16%,0%,🟠 น่าสงสัย,-6.5 -3.5 3.5 11 32 222,
pat1-2555-10-q40,pat1-2555-10,รูป,fill,8.2,21,8,38%,0%,🟠 น่าสงสัย,-1.5 7.5 3.75 -0.75 0.3 3.6,
pat1-2555-10-q45,pat1-2555-10,รูป,fill,0.14,3,3,100%,33%,🟢 น่าจะเห็น,,
pat1-2555-10-q48,pat1-2555-10,ตาราง,fill,28,9,9,100%,100%,🔵 โจทย์มีเลขครบ,,
pat1-2556-03-q03,pat1-2556-03,รูป,mc,1,9,5,55%,0%,🟢 น่าจะเห็น,-0.666667 170 0392 32,
pat1-2556-03-q04,pat1-2556-03,รูป,mc,2,9,2,22%,0%,🟠 น่าสงสัย,-0.666667 165 32 1565 67 22,
pat1-2556-03-q05,pat1-2556-03,รูป,mc,3,9,4,44%,22%,🟠 น่าสงสัย,165 11 32 44 1565,
pat1-2556-03-q07,pat1-2556-03,รูป,mc,0,12,0,0%,0%,🔴 ไม่เคยเห็น,-2.8 2.8 90 32 180 270,
pat1-2556-03-q08,pat1-2556-03,รูป,mc,3,17,7,41%,0%,🟠 น่าสงสัย,-7.5 80 -20 -7 -0.285714 5.85714,
pat1-2556-03-q12,pat1-2556-03,รูป,mc,2,3,0,0%,0%,🔴 ไม่เคยเห็น,60 36 11,
pat1-2556-03-q14,pat1-2556-03,รูป,mc,1,18,10,55%,16%,🟢 น่าจะเห็น,555 10.5 6.7 11.5 4.6 5.33,
pat1-2556-03-q15,pat1-2556-03,รูป,mc,3,9,0,0%,0%,🔴 ไม่เคยเห็น,-0.5 2.6 1.6 32 -4 1.2,
pat1-2556-03-q16,pat1-2556-03,รูป,mc,1,7,4,57%,14%,🟢 น่าจะเห็น,150 230.5 282,
pat1-2556-03-q17,pat1-2556-03,รูป,mc,3,18,2,11%,0%,🟠 น่าสงสัย,11 -6 10 0392 -12 222,
pat1-2556-03-q20,pat1-2556-03,รูป,mc,1,19,3,15%,0%,🟠 น่าสงสัย,10.5 -18 0.5 0.75 32 6.87,
pat1-2556-03-q31,pat1-2556-03,รูป,fill,162,17,3,17%,5%,🟠 น่าสงสัย,-6 6.5 -4.3 4.24264 222 -10,
pat1-2556-03-q35,pat1-2556-03,รูป,fill,11,9,3,33%,11%,🟠 น่าสงสัย,-9 888 -6.5 6.3 999 1565,
pat1-2556-03-q38,pat1-2556-03,รูป,fill,24,28,8,28%,3%,🟠 น่าสงสัย,-0.5 10.5 28 1565 2.309 3.736,
pat1-2556-03-q45,pat1-2556-03,รูป,fill,200,17,4,23%,5%,🟠 น่าสงสัย,13 -3 11 0.8 2.4 32,
pat1-2556-03-q46,pat1-2556-03,รูป,fill,20,9,6,66%,44%,🟢 น่าจะเห็น,-3.2 3.2 0.62,
pat1-2556-03-q47,pat1-2556-03,รูป,fill,12,16,6,37%,6%,🟠 น่าสงสัย,-0.5 10.5 -5 19 -3.5 666,
pat1-2557-03-q01,pat1-2557-03,รูป,mc,2,1,1,100%,0%,🟢 น่าจะเห็น,,
pat1-2557-03-q04,pat1-2557-03,รูป,mc,1,3,1,33%,0%,🟠 น่าสงสัย,70 32,
pat1-2557-03-q05,pat1-2557-03,รูป,mc,2,3,0,0%,0%,🔴 ไม่เคยเห็น,60 28 32,
pat1-2557-03-q06,pat1-2557-03,รูป,mc,2,177,3,1%,0%,🟠 น่าสงสัย,-5.6 3.6 -9.8 9.8 -0.765 8.9806,
pat1-2557-03-q08,pat1-2557-03,รูป,mc,1,12,1,8%,0%,🟠 น่าสงสัย,150 240 100 284.4 139.2 217.2,
pat1-2557-03-q09,pat1-2557-03,รูป,mc,3,14,2,14%,0%,🟠 น่าสงสัย,3.2 -3 2.6 -8 0392 -12,
pat1-2557-03-q10,pat1-2557-03,รูป,mc,2,18,3,16%,0%,🟠 น่าสงสัย,-2.5 -6.5 5.5 -2.3 2.3 -1.1,
pat1-2557-03-q17,pat1-2557-03,รูป,mc,1,55,2,3%,0%,🟠 น่าสงสัย,-1.3 6.3 -7.6 4.6 1.66667 -6.33333,"$f(x)=x^2+ax+b$ เมื่อ $x<2$, $f(x)=\sqrt{x-1}$ เมื่อ $2\le x\le5$, และ $f(x)=ax+b$ เมื่อ $x>5$ โดยที่ $a,b$ เป็นค่าคงตัว"
pat1-2557-03-q18,pat1-2557-03,รูป,mc,3,3,1,33%,33%,🟠 น่าสงสัย,58 11,"$\displaystyle\int_{-2}^{2}|x^2-7x+6|\,dx=\dfrac{a}{b}$ เมื่อ $a,b$ เป็นจำนวนเต็ม $b\ne0$ และ ห.ร.ม. ของ $a,b$ เท่ากับ 1"
pat1-2557-03-q19,pat1-2557-03,รูป,mc,2,130,3,2%,0%,🟠 น่าสงสัย,-0.3 3.8 -0.02 0.35 0.02 0.0797,$f(x)=\dfrac{4x^3}{x^6-3x^3+64}$ สำหรับ $x$ เป็นจำนวนจริงบวกใด ๆ
pat1-2557-03-q22,pat1-2557-03,รูป,mc,2,26,11,42%,42%,🟠 น่าสงสัย,2549 2558.6 11.3 2551 2553 -3313.82,"ประชากร (แสนคน) ปี 2550-2554: $1.2, 2.6, a, 5.4, 6.3$ ตามลำดับ ความสัมพันธ์ระหว่างประชากรกับปี พ.ศ. เป็นเส้นตรง และพยากร"
pat1-2557-03-q24,pat1-2557-03,รูป,mc,1,4,2,50%,50%,🟢 น่าจะเห็น,65 30,(ก) ส่วนเบี่ยงเบนควอไทล์ $=20$ และสัมประสิทธิ์ของส่วนเบี่ยงเบนควอไทล์ $=\frac{2}{3}$; (ข) ชาย $20$ คนได้คนละ $32$ คะแนน 
pat1-2557-03-q25,pat1-2557-03,รูป,mc,0,22,5,22%,18%,🟠 น่าสงสัย,260 140 210 90 276 240,"เงินเดือนพนักงาน $50$ คน แจกแจงความถี่: $10{,}000-19{,}999$ มี $5$ คน; $20{,}000-29{,}999$ มี $10$ คน; $30{,}000-49{,}99"
pat1-2557-03-q28,pat1-2557-03,รูป,mc,0,24,6,25%,16%,🟠 น่าสงสัย,17 12 4.5 1.5 555 12.5,"$P=Ax+By$ โดย $3A=2B$ ($A,B>0$); ข้อจำกัด $x+2y\leq20,\ 7x+9y\leq105,\ 5x+3y\geq15,\ x\geq0,\ y\geq0$"
pat1-2557-03-q33,pat1-2557-03,รูป,fill,2,9,4,44%,11%,🟠 น่าสงสัย,146.924 143.076 235 306.141 34,
pat1-2557-03-q41,pat1-2557-03,รูป,fill,15.87,11,5,45%,18%,🟠 น่าสงสัย,-3.2 3.2 -1.9 0.35 -1.3 0.9,"คะแนนคณิตศาสตร์ $\bar{x}=63,\ \sigma^2=25$; คะแนนอังกฤษ $\bar{x}=72,\ \sigma^2=9$; นักเรียนคนหนึ่งได้คะแนนสองวิชาเท่ากัน"
pat1-2557-03-q42,pat1-2557-03,รูป,fill,100,19,6,31%,10%,🟠 น่าสงสัย,-0.6 5.3 -8 112 -0.5 4.35,กำหนดฟังก์ชัน $f:\mathbb{R}\to\mathbb{R}$ ซึ่งหาอนุพันธ์ได้ทุกอันดับ โดยอนุพันธ์อันดับสองคือ $f''(x)=3+6x$ สำหรับทุกจำนว
pat1-2557-04-q04,pat1-2557-04,รูป,mc,3,5,2,40%,20%,🟠 น่าสงสัย,58 32 1565,พิจารณาสมการค่าสัมบูรณ์ $|2-2x|+|x+2|=4-x$ โดยกำหนดให้ $A$ แทนเซตคำตอบทั้งหมดของสมการนี้ (เซตของจำนวนจริง x ทุกค่าที่ทำใ
pat1-2557-04-q08,pat1-2557-04,รูป,mc,0,18,4,22%,5%,🟠 น่าสงสัย,-5 11 -6.5 10.5 19 0392,F คือโฟกัสของพาราโบลา $4y=x^2-6x+13$ ซึ่งต้องจัดรูปให้เป็นสมการมาตรฐานก่อนจึงจะหาตำแหน่งโฟกัสได้; กำหนดให้มีไฮเพอร์โบลาอ
pat1-2557-04-q09,pat1-2557-04,รูป,mc,3,19,4,21%,0%,🟠 น่าสงสัย,13 -5 7.5 10.6603 -6.66025 44,"วงรี $x^2+Ay^2+Bx+Cy-92=0$ มีจุดศูนย์กลางที่ $(2,1)$ และแกนเอกยาวเป็น 2 เท่าของแกนโท"
pat1-2557-04-q10,pat1-2557-04,รูป,mc,0,25,4,16%,0%,🟠 น่าสงสัย,-0.5 3.5 0392 32 1.553 0.776,กำหนดเส้นตรงสองเส้น $x-3y+1=0$ และ $2x+5y-9=0$ ตัดกันที่จุด A ให้เส้นตรง L เป็นเส้นตรงอีกเส้นหนึ่งที่ผ่านจุด A มีความชัน
pat1-2557-04-q11,pat1-2557-04,รูป,mc,2,7,1,14%,0%,🟠 น่าสงสัย,257.2 86.4 235 297 36 32,
pat1-2557-04-q14,pat1-2557-04,รูป,mc,0,6,1,16%,16%,🟠 น่าสงสัย,60 200 210 260 50,
pat1-2557-04-q17,pat1-2557-04,รูป,mc,1,20,4,20%,10%,🟠 น่าสงสัย,-5 5.8 7.5 1565 -3.892 6.537,
pat1-2557-04-q19,pat1-2557-04,รูป,mc,1,14,2,14%,0%,🟠 น่าสงสัย,-1.2 1.8 222 0.33333 1.33333 44,
pat1-2557-04-q21,pat1-2557-04,รูป,mc,3,14,2,14%,0%,🟠 น่าสงสัย,-4.2 2.2 -3.6 3.6 0392 44,
pat1-2557-04-q22,pat1-2557-04,รูป,mc,0,20,7,35%,10%,🟠 น่าสงสัย,3.7 1.18 0.4 3.5 0392 1.35,
pat1-2557-04-q24,pat1-2557-04,รูป,mc,2,13,8,61%,46%,🟢 น่าจะเห็น,-3.5 3.5 0.52 -1.55 0.62,
pat1-2557-04-q25,pat1-2557-04,รูป,mc,3,13,9,69%,46%,🟢 น่าจะเห็น,24 69 60 56,
pat1-2557-04-q28,pat1-2557-04,รูป,mc,1,26,10,38%,11%,🟠 น่าสงสัย,13 6.2 1565 1.5 32 3.15,
pat1-2557-04-q32,pat1-2557-04,รูป,fill,54,9,4,44%,22%,🟠 น่าสงสัย,243 35 205 308 34,
pat1-2557-04-q41,pat1-2557-04,รูป,fill,38,22,5,22%,4%,🟠 น่าสงสัย,-0.6 2.6 37 26 34 222,
pat1-2557-11-q09,pat1-2557-11,รูป,mc,1,6,4,66%,0%,🟢 น่าจะเห็น,-8 56,
pat1-2557-11-q10,pat1-2557-11,รูป,mc,2,13,4,30%,0%,🟠 น่าสงสัย,-0.3 4.3 -2.8 2.8 1.41421 -9,
pat1-2557-11-q11,pat1-2557-11,รูป,mc,0,20,3,15%,10%,🟠 น่าสงสัย,6.5 3.6667 3.25 0392 999 0.4,
pat1-2557-11-q12,pat1-2557-11,รูป,mc,3,7,3,42%,14%,🟠 น่าสงสัย,122 108 280 42,
pat1-2557-11-q13,pat1-2557-11,รูป,mc,1,7,3,42%,14%,🟠 น่าสงสัย,60 36 32 24,
pat1-2557-11-q17,pat1-2557-11,รูป,mc,0,16,5,31%,18%,🟠 น่าสงสัย,-2.2 -4.2 6.2 999 2.25 4.75,
pat1-2557-11-q18,pat1-2557-11,รูป,mc,0,20,3,15%,10%,🟠 น่าสงสัย,-1.6 8.2 -1.4 7.6 2.5 2.2,
pat1-2557-11-q24,pat1-2557-11,รูป,mc,2,15,6,40%,20%,🟠 น่าสงสัย,6.3 22 3.3 21.3 -8 222,
pat1-2557-11-q27,pat1-2557-11,รูป,mc,2,12,7,58%,41%,🟢 น่าจะเห็น,-3.5 3.5 -1.7 0.16 2.6,
pat1-2557-11-q32,pat1-2557-11,รูป,fill,169,1,1,100%,0%,🟢 น่าจะเห็น,,
pat1-2557-11-q41,pat1-2557-11,รูป,fill,34.5,11,6,54%,18%,🟢 น่าจะเห็น,-0.3 5.3 2.7 22.3 -1.6,
pat1-2558-03-q01,pat1-2558-03,รูป,mc,1,6,0,0%,0%,🔴 ไม่เคยเห็น,118 -1.41421 -0.666667 1.41421 32 56,
pat1-2558-03-q03,pat1-2558-03,รูป,mc,1,4,1,25%,0%,🟠 น่าสงสัย,78 0.5 32,
pat1-2558-03-q04,pat1-2558-03,รูป,mc,2,6,2,33%,0%,🟠 น่าสงสัย,118 56 32 0392,
pat1-2558-03-q06,pat1-2558-03,รูป,mc,3,4,1,25%,0%,🟠 น่าสงสัย,135 165 34,
pat1-2558-03-q10,pat1-2558-03,รูป,mc,0,14,4,28%,0%,🟠 น่าสงสัย,0392 56 0.3 -2.5108 7.9 -1.1595,
pat1-2558-03-q11,pat1-2558-03,รูป,mc,0,6,3,50%,0%,🟢 น่าจะเห็น,999 0392 222,
pat1-2558-03-q12,pat1-2558-03,รูป,mc,3,9,4,44%,0%,🟠 น่าสงสัย,170 260 140 40 34,
pat1-2558-03-q19,pat1-2558-03,รูป,mc,3,27,8,29%,3%,🟠 น่าสงสัย,10 4.24264 222 14 11 -15,"วงรีรูปหนึ่งผ่านจุด (8, 0) มีจุดศูนย์กลางอยู่ที่ (4, -1) และมีโฟกัสจุดหนึ่งอยู่ที่ (1, -1); พาราโบลารูปหนึ่งมีโฟกัสอยู่ท"
pat1-2558-03-q22,pat1-2558-03,รูป,mc,2,23,8,34%,17%,🟠 น่าสงสัย,-10 210 180 133.33 35 555,นาย ก. มีที่ดิน $150$ ไร่ จะปลูกมันหรือสับปะรด โดยปลูกมันไร่ละ $200$ บาท (ต้นกล้า) ใช้แรงงานไร่ละ $10$ ชั่วโมง กำไรไร่ละ
pat1-2558-03-q27,pat1-2558-03,รูป,mc,0,10,4,40%,20%,🟠 น่าสงสัย,-3.2 3.2 -0.9 -1.9 0.55 1.9,คะแนนสอบมีการแจกแจงปกติ มัธยฐาน = 60 คะแนน นักเรียนที่ได้คะแนนน้อยกว่า 55.5 คะแนน มีร้อยละ 18.41 พร้อมตารางพื้นที่ใต้โค้
pat1-2558-03-q29,pat1-2558-03,รูป,mc,3,16,5,31%,6%,🟠 น่าสงสัย,-1.7 -1.6 1.6 999 0.866 0.5,"กำหนด $z=a+bi$ โดย $a,b\in\mathbb{R}$, $ab>0$ และ $z^3=i$"
pat1-2558-10-q02,pat1-2558-10,รูป,mc,4,1,1,100%,0%,🟢 น่าจะเห็น,,
pat1-2558-10-q03,pat1-2558-10,รูป,mc,2,4,3,75%,25%,🟢 น่าจะเห็น,32,A คือเซตคำตอบของอสมการ $\bigl| |x-1|-1 \bigr| < 1$ และ B คือเซตคำตอบของอสมการ $\dfrac{1}{x+1} \ge \dfrac{2x-2}{x^2-3x+2}
pat1-2558-10-q10,pat1-2558-10,รูป,mc,4,23,7,30%,0%,🟠 น่าสงสัย,-11 360 -5.61 -2.178 -9.2 5.2,วงกลม $C: x^2+y^2+ax-6y-12=0$ เมื่อ $a>0$ และระยะทางจากจุดศูนย์กลางของ $C$ ไปยังเส้นตรง $4x+3y=71$ เท่ากับ 14 หน่วย
pat1-2558-10-q11,pat1-2558-10,รูป,mc,2,22,6,27%,0%,🟠 น่าสงสัย,-9 6.708 4.472 360 5.1 0392,"พาราโบลา $y^2-4y+40x-236=0$ มีจุดยอด $V$ และโฟกัส $F$ วงรีรูปหนึ่งผ่านจุด $(4,6)$ และมีโฟกัสอยู่ที่ $V$ และ $F$"
pat1-2558-10-q14,pat1-2558-10,รูป,mc,0,22,3,13%,4%,🟠 น่าสงสัย,-5 -4 222 2.3 -1.3 1.3,"$C: y=2+x|x-1|$ เป็นเส้นโค้ง และจุด $(0,2)$ อยู่บนเส้นโค้งนี้ $L$ คือเส้นสัมผัส $C$ ที่จุด $(0,2)$ ส่วน $N$ คือเส้นตรงที"
pat1-2558-10-q16,pat1-2558-10,รูป,mc,3,11,3,27%,18%,🟠 น่าสงสัย,-3 18 0392 -6 -8 13.86,"$\vec A=16\bar i+a\bar j$ และ $\vec B=8\bar i+b\bar j$ เมื่อ $a,b\in\mathbb{R}$ โดยที่ $|\vec A|=|\vec B|$ และเวกเตอร์ $"
pat1-2558-10-q19,pat1-2558-10,รูป,mc,1,23,11,47%,8%,🟠 น่าสงสัย,-11 -5 -25.2 -20 222 0392,z เป็นจำนวนเชิงซ้อนที่สอดคล้องสมการ $(1+i)\bar z-\dfrac{(9-7i)(\bar z-z)}{3+i}=6-2i$ โดย $\bar z$ แทนสังยุคของ z
pat1-2558-10-q22,pat1-2558-10,รูป,mc,3,10,6,60%,20%,🟢 น่าจะเห็น,-3 0.08 -2.05 0.68,
pat1-2558-10-q25,pat1-2558-10,รูป,mc,4,11,0,0%,0%,🔴 ไม่เคยเห็น,4.5 0.62 1.55 3.4 0.45 3.5,
pat1-2558-10-q29,pat1-2558-10,ตาราง,mc,1,1,1,100%,100%,🔵 โจทย์มีเลขครบ,,
pat1-2558-10-q31,pat1-2558-10,รูป,fill,230,3,3,100%,66%,🟢 น่าจะเห็น,,
pat1-2558-10-q42,pat1-2558-10,รูป,fill,1.5,4,2,50%,0%,🟢 น่าจะเห็น,0.7071 999,
pat1-2559-03-q07,pat1-2559-03,รูป,mc,1,7,2,28%,14%,🟠 น่าสงสัย,66 44 11 32 777,
pat1-2559-03-q11,pat1-2559-03,รูป,mc,4,7,3,42%,0%,🟠 น่าสงสัย,-8 0392 -6 -8.3,
pat1-2559-03-q12,pat1-2559-03,รูป,mc,2,6,3,50%,16%,🟢 น่าจะเห็น,66 44 11,
pat1-2559-03-q13,pat1-2559-03,รูป,mc,2,20,4,20%,0%,🟠 น่าสงสัย,-7 0392 222 -38 -11 29,
pat1-2559-03-q15,pat1-2559-03,รูป,mc,0,9,3,33%,11%,🟠 น่าสงสัย,-3 1.5 0392 888 222 32,
pat1-2559-03-q16,pat1-2559-03,รูป,mc,2,16,3,18%,6%,🟠 น่าสงสัย,-4.5 4.5 -2.25 0.875 2.25 32,
pat1-2559-03-q17,pat1-2559-03,รูป,mc,0,17,3,17%,0%,🟠 น่าสงสัย,-5 5.2 -6 40 16 24,
pat1-2559-03-q19,pat1-2559-03,รูป,mc,1,8,6,75%,0%,🟢 น่าจะเห็น,44 32,
pat1-2559-03-q27,pat1-2559-03,รูป,mc,1,16,4,25%,0%,🟠 น่าสงสัย,-0.5 10.5 10 6.48 73 -8,
pat1-2559-03-q32,pat1-2559-03,รูป,fill,45,4,2,50%,0%,🟢 น่าจะเห็น,60 38,
pat1-2559-03-q33,pat1-2559-03,รูป,fill,5,16,5,31%,12%,🟠 น่าสงสัย,0.62 1.31 32 -1.96 0.46 888,
pat1-2559-03-q37,pat1-2559-03,รูป,fill,61,10,4,40%,0%,🟠 น่าสงสัย,0.1915 0.6 0.2257 0.3413 1.25 0.3944,
pat1-2559-03-q41,pat1-2559-03,รูป,fill,20,14,3,21%,0%,🟠 น่าสงสัย,-6 3.8 -0.8 -2.6 5.6 0392,
pat1-2559-10-q06,pat1-2559-10,รูป,mc,2,3,2,66%,0%,🟢 น่าจะเห็น,11,
pat1-2559-10-q08,pat1-2559-10,รูป,mc,3,16,5,31%,0%,🟠 น่าสงสัย,-1.6 -4 -1.3 1457 2.204 6.595,
pat1-2559-10-q10,pat1-2559-10,รูป,mc,2,5,1,20%,0%,🟠 น่าสงสัย,-4 1457 2.1 13,
pat1-2559-10-q11,pat1-2559-10,รูป,mc,3,2,1,50%,50%,🟢 น่าจะเห็น,-0.9273,
pat1-2559-10-q12,pat1-2559-10,รูป,mc,2,4,1,25%,0%,🟠 น่าสงสัย,60 36 32,
pat1-2559-10-q14,pat1-2559-10,รูป,mc,2,14,6,42%,7%,🟠 น่าสงสัย,12 7.6 1.6 2.667 0.3 8.7,
pat1-2559-10-q17,pat1-2559-10,รูป,mc,3,16,4,25%,0%,🟠 น่าสงสัย,-13 11 17.3 2.7 -24.7 24,
pat1-2559-10-q18,pat1-2559-10,รูป,mc,0,6,2,33%,16%,🟠 น่าสงสัย,250 290 150 90,
pat1-2559-10-q19,pat1-2559-10,รูป,mc,3,15,1,6%,0%,🟠 น่าสงสัย,-0.5 1457 4.722 7.995 1.5 5.5,
pat1-2559-10-q22,pat1-2559-10,รูป,mc,0,12,4,33%,0%,🟠 น่าสงสัย,-9 1457 -8 0392 -1.2 -2.4,
pat1-2559-10-q26,pat1-2559-10,รูป,mc,4,6,2,33%,16%,🟠 น่าสงสัย,-1.4 1.4 -1.3 -1.15,
pat1-2559-10-q27,pat1-2559-10,รูป,mc,1,5,2,40%,0%,🟠 น่าสงสัย,66 40 11,
pat1-2559-10-q34,pat1-2559-10,รูป,fill,1.5,5,0,0%,0%,🔴 ไม่เคยเห็น,-6 -37 -20 -22 16,
pat1-2559-10-q35,pat1-2559-10,รูป,fill,23,17,3,17%,5%,🟠 น่าสงสัย,-3.5 3.5 999 1457 0.515 7.688,
pat1-2559-10-q37,pat1-2559-10,รูป,fill,4,10,2,20%,0%,🟠 น่าสงสัย,-0.75 -0.2 1.5 1.6667 66 40,
pat1-2559-10-q40,pat1-2559-10,รูป,fill,64.25,4,2,50%,50%,🟢 น่าจะเห็น,-3.2 3.2,
pat1-2559-10-q45,pat1-2559-10,รูป,fill,20,11,4,36%,9%,🟠 น่าสงสัย,1.6667 1.2 1.6 4.6 3.5 3.7,
pat1-2560-03-q02,pat1-2560-03,รูป,mc,3,2,2,100%,100%,🔵 โจทย์มีเลขครบ,,
pat1-2560-03-q10,pat1-2560-03,รูป,mc,0,10,4,40%,10%,🟠 น่าสงสัย,26 12 0392 555 222 -15,
pat1-2560-03-q16,pat1-2560-03,รูป,mc,4,9,5,55%,11%,🟢 น่าจะเห็น,-8 9.5 14 9.3,
pat1-2560-03-q17,pat1-2560-03,รูป,mc,2,12,1,8%,0%,🟠 น่าสงสัย,-0.5 2.6 -1.5 3.5 1.85 3.35,
pat1-2560-03-q18,pat1-2560-03,รูป,mc,3,4,2,50%,0%,🟢 น่าจะเห็น,66 32,
pat1-2560-03-q20,pat1-2560-03,รูป,mc,3,10,4,40%,30%,🟠 น่าสงสัย,-3 -0.682 0.682 30 0.12 0.62,
pat1-2560-03-q21,pat1-2560-03,รูป,mc,3,4,1,25%,25%,🟠 น่าสงสัย,66 67 22,
pat1-2560-03-q22,pat1-2560-03,รูป,mc,0,3,1,33%,0%,🟠 น่าสงสัย,11 888,
pat1-2560-03-q30,pat1-2560-03,รูป,mc,1,18,6,33%,0%,🟠 น่าสงสัย,-12 11 10.6667 -1.33333 -5.5 10.3,
pat1-2560-03-q31,pat1-2560-03,รูป,fill,7,1,0,0%,0%,🔴 ไม่เคยเห็น,32,
pat1-2560-03-q34,pat1-2560-03,ตาราง,fill,24,14,14,100%,7%,🟢 น่าจะเห็น,,
pat1-2560-03-q35,pat1-2560-03,ตาราง,fill,62,14,10,71%,14%,🟢 น่าจะเห็น,2.5 0.1915 0.3413 0.4938,
